"JS_KEY","NAME_REGIONALITY"
"us-al",119.833023951372
"us-ar",65.1502569791352
"us-az",68.6409166933783
"us-ca",68.1144409561949
"us-co",68.0529574561476
"us-ct",129.214386637768
"us-dc",124.887616982465
"us-de",146.743608051139
"us-fl",138.555011391361
"us-ga",129.192206178254
"us-hi",41.5422640883386
"us-ia",58.9964556665397
"us-il",74.7329241399178
"us-in",49.3641581420361
"us-ks",49.4531874957826
"us-ky",46.8242933396556
"us-la",166.429736544066
"us-ma",133.860781096831
"us-md",193.311251537526
"us-me",72.6949940872297
"us-mi",85.2670699507999
"us-mn",87.5916382103619
"us-mo",68.4072727329673
"us-ms",139.269504719576
"us-mt",87.85257168022
"us-nc",96.9145574432474
"us-nd",45.9193554913851
"us-ne",87.3914033249432
"us-nh",86.1557610822007
"us-nj",159.683566269771
"us-nm",71.2333778768113
"us-ny",177.288120650881
"us-oh",68.8465223751469
"us-ok",38.0879875091138
"us-or",49.8072171530342
"us-pa",149.492330398917
"us-ri",187.10465968574
"us-sc",114.900893921892
"us-sd",38.4870679575823
"us-tn",47.2486514357931
"us-tx",48.3784833570144
"us-ut",55.2289026196199
"us-va",124.28780421655
"us-vt",120.988825097396
"us-wa",57.244550903687
"us-wi",58.7665091927696
"us-wv",65.8711950025962
"us-wy",77.1892275766264
