"JS_KEY","NAME_REGIONALITY"
"us-al",0.863071289246607
"us-az",0.907834988104623
"us-ca",1.76175136893911
"us-co",1.39380160507525
"us-fl",0.758695290617719
"us-ga",1.21104216466645
"us-il",1.13765515095619
"us-in",0.306158077219263
"us-ks",0.844010453162741
"us-ky",1.11549250020618
"us-ma",0.502579832244634
"us-md",0.93507579538206
"us-mi",0.61312780158281
"us-mn",0.984340228395705
"us-mo",0.808849379938235
"us-ms",0.66706515569219
"us-nc",1.32814631693152
"us-nj",0.730472640720562
"us-nv",1.53207287974662
"us-ny",0.699254791392576
"us-oh",0.508714141419361
"us-ok",0.803907527195805
"us-or",1.35731255269842
"us-pa",0.881270511685294
"us-sc",0.94141276238893
"us-tn",1.08437758467897
"us-tx",1.65233263714545
"us-ut",0.639557873550186
"us-va",0.985276603137336
"us-wa",1.11064464057903
"us-wi",0.635680198488241
