"JS_KEY","NAME_REGIONALITY"
"us-az",2.50129924865749
"us-ca",2.60480320810159
"us-co",0.630728644821708
"us-ct",1.20896086535752
"us-dc",0.451890637412516
"us-de",0.463833360993034
"us-fl",0.807942735395419
"us-ga",0.0447036578078025
"us-hi",0.407804625163353
"us-ia",0.0931213650795611
"us-id",0.501031466556544
"us-il",1.05309237212083
"us-in",0.18202521295983
"us-ks",0.256807260117665
"us-la",0.107319810201134
"us-ma",0.438065645543518
"us-md",0.056433452932899
"us-mi",0.170891714375106
"us-mn",0.0762643457124292
"us-nj",1.47345716339249
"us-nm",2.91246847445753
"us-nv",0.688609749602343
"us-ny",2.44729702281372
"us-oh",0.104001759833986
"us-ok",0.167449681658952
"us-or",0.268008552842028
"us-pa",0.295322515429436
"us-ri",0.348139747498715
"us-tx",5.29372850140512
"us-ut",0.230974643722039
"us-wa",0.332251220605359
"us-wi",0.166255272126695
