"JS_KEY","NAME_REGIONALITY"
"us-ak",34.8945997631545
"us-al",111.596580398002
"us-ar",139.829710538129
"us-az",107.129713850178
"us-ca",96.5929948279918
"us-co",75.0724177559533
"us-ct",130.301825956742
"us-dc",52.2459874514797
"us-de",147.383770052271
"us-fl",122.570343107093
"us-ga",127.039320060559
"us-hi",78.6046773612112
"us-ia",82.8834300195556
"us-id",98.5505552998989
"us-il",92.7329690437819
"us-in",109.663513068662
"us-ks",72.9177876985937
"us-ky",114.443591560384
"us-la",123.963744890936
"us-ma",83.1436251747435
"us-md",98.0067267322485
"us-me",59.7993541486692
"us-mi",74.8574283179278
"us-mn",67.4642064308532
"us-mo",87.4361465138813
"us-ms",147.817915716382
"us-mt",55.9359127289518
"us-nc",103.465421429638
"us-nd",36.179478436604
"us-ne",53.3388882093933
"us-nh",67.7895657242786
"us-nj",98.9783817521562
"us-nm",154.782052925735
"us-nv",85.2924879059297
"us-ny",96.5465006208393
"us-oh",85.9899375477265
"us-ok",107.106201223681
"us-or",74.4097166167258
"us-pa",89.2552739267436
"us-ri",100.814099219297
"us-sc",117.716382224449
"us-sd",74.7084018576314
"us-tn",107.708147729979
"us-tx",119.145879795832
"us-ut",69.8454720626147
"us-va",108.636006317021
"us-vt",74.8615974868679
"us-wa",71.7235324440251
"us-wi",62.4932914432792
"us-wv",107.921107146278
"us-wy",69.1430032343988
