"JS_KEY","NAME_REGIONALITY"
"us-ak",0.887050080615734
"us-al",0.823086261824919
"us-ar",0.961967503420984
"us-az",0.940875300457355
"us-ca",0.932543311353748
"us-co",1.24075189215434
"us-ct",1.4537447930187
"us-dc",0.902652800402699
"us-de",1.01457183334329
"us-fl",1.06986772948979
"us-ga",0.832479384984783
"us-hi",1.16505840089612
"us-ia",0.789327530293504
"us-id",1.20935119447328
"us-il",0.918584446247947
"us-in",1.09422443393223
"us-ks",0.795415580874452
"us-ky",0.889116710828161
"us-la",0.664773726680302
"us-ma",1.42721190982411
"us-md",1.14489429982345
"us-me",0.975723145930436
"us-mi",1.17345440815019
"us-mn",0.994417368131683
"us-mo",0.97892091733074
"us-ms",0.872896438289411
"us-mt",1.14265517150207
"us-nc",1.02612719036954
"us-nd",0.760264639800455
"us-ne",1.0071118972343
"us-nh",0.917578047970039
"us-nj",1.20387173647126
"us-nm",0.776658757578928
"us-nv",0.827985691749067
"us-ny",1.09303488636297
"us-oh",1.09275054240745
"us-ok",1.02217025554853
"us-or",1.19968894584072
"us-pa",1.18110456686157
"us-ri",1.2242553603293
"us-sc",0.819325277330723
"us-sd",0.980347760862847
"us-tn",0.805019203935321
"us-tx",0.701367226415883
"us-ut",1.05803560241966
"us-va",0.965497369390052
"us-vt",1.15883293826397
"us-wa",0.983953811267619
"us-wi",0.732674129005886
"us-wv",1.07496200510999
"us-wy",0.870632728053731
