"JS_KEY","NAME_REGIONALITY"
"us-ak",132.607313413719
"us-al",89.9312785935262
"us-ar",128.003235245681
"us-az",101.287146408654
"us-ca",109.016642910413
"us-co",77.8934279989032
"us-ct",93.4278799051204
"us-dc",117.410584586074
"us-de",157.001793587685
"us-fl",118.56816787651
"us-ga",103.606386874173
"us-hi",87.6068281976363
"us-ia",49.107837204478
"us-id",90.2424126801163
"us-il",86.8661816149589
"us-in",105.394141671287
"us-ks",58.6362692451354
"us-ky",89.8209540853075
"us-la",84.8621728579295
"us-ma",103.002458654163
"us-md",93.8522765043001
"us-me",48.4900281945706
"us-mi",78.8154540017037
"us-mn",87.1332465566444
"us-mo",101.880296533349
"us-ms",123.947264481173
"us-mt",122.150640281357
"us-nc",88.2601907919218
"us-nd",87.2399312903405
"us-ne",118.833982373437
"us-nh",102.908738654113
"us-nj",93.3735929324852
"us-nm",185.099916053309
"us-nv",141.951856077485
"us-ny",98.5628541852092
"us-oh",105.328169315001
"us-ok",92.6829926522721
"us-or",78.0754241927919
"us-pa",97.2375604449408
"us-ri",159.270898033351
"us-sc",116.817616960821
"us-sd",161.135413655869
"us-tn",88.1550405355271
"us-tx",105.756180302521
"us-ut",105.423774513369
"us-va",88.5807784833243
"us-vt",119.565441545243
"us-wa",81.3366375716451
"us-wi",71.206590145651
"us-wv",108.578346916762
