"JS_KEY","NAME_REGIONALITY"
"us-ak",1.56914799987509
"us-al",1.34917552426684
"us-ar",1.52130656020612
"us-az",1.40193487306038
"us-ca",1.11081306329981
"us-co",1.1374633067009
"us-ct",0.282058650474214
"us-dc",0.646852311400825
"us-de",0.664666960621093
"us-fl",0.998572137439751
"us-ga",1.1570926864141
"us-hi",0.632901275197525
"us-ia",1.32795681829537
"us-id",1.35766914965999
"us-il",0.777350528874653
"us-in",1.61874407146292
"us-ks",1.80321025657297
"us-ky",1.56721955957942
"us-la",1.35586685301253
"us-ma",0.311620455871347
"us-md",0.625547734229477
"us-me",1.41128140660342
"us-mi",0.850270940795343
"us-mn",1.09937692188422
"us-mo",1.29880025149101
"us-ms",1.07988659406678
"us-mt",1.30858614989709
"us-nc",1.27020272522093
"us-nd",1.46501405486337
"us-ne",0.976583811829531
"us-nh",0.924387749067667
"us-nj",0.282485239721672
"us-nm",1.41100936523406
"us-nv",1.47028528008416
"us-ny",0.41565075451068
"us-oh",1.25714760166788
"us-ok",1.37644699437443
"us-or",1.24798377362167
"us-pa",0.718175336920005
"us-ri",0.302300709559566
"us-sc",0.892122216111785
"us-sd",0.92545743092005
"us-tn",1.51103917688506
"us-tx",1.61178082520976
"us-ut",1.36924860619366
"us-va",1.48751182736928
"us-vt",0.725632518255472
"us-wa",1.08056831375528
"us-wi",0.689962998432404
"us-wv",1.96569126620377
"us-wy",1.0678369973215
