"JS_KEY","NAME_REGIONALITY"
"us-ak",1.31447926572567
"us-al",0.602443542943251
"us-ar",0.555367896930312
"us-az",1.34887762293699
"us-ca",1.17770470272414
"us-co",0.408032615862776
"us-ct",2.46532429519968
"us-dc",2.12862067808585
"us-de",1.40322684841632
"us-fl",1.1382683520533
"us-ga",0.962057088367565
"us-hi",2.5031874326831
"us-ia",0.808186828620455
"us-id",0.703117536646987
"us-il",0.758137702405648
"us-in",0.764678305123984
"us-ks",0.825326060873726
"us-ky",0.595525863902022
"us-la",0.823821469105344
"us-ma",1.63530986089032
"us-md",0.955759239479479
"us-me",1.86092760288555
"us-mi",0.567132881472033
"us-mn",0.770120540395158
"us-mo",0.471144473935183
"us-ms",0.43396276685037
"us-mt",0.856526464901885
"us-nc",0.958552280620256
"us-nd",0.745881403798077
"us-ne",0.72917728429757
"us-nh",2.01459551725861
"us-nj",1.18780789852635
"us-nm",0.892192336012051
"us-ny",1.65548062694667
"us-oh",0.927622870552996
"us-ok",0.929070239632132
"us-or",1.22827209429792
"us-pa",0.947356233555421
"us-ri",1.11058370771815
"us-sc",0.909980891402568
"us-sd",0.983498044531907
"us-tn",0.765752413824853
"us-tx",0.678579541333365
"us-ut",0.973794111693362
"us-va",0.825573393149533
"us-vt",1.13838077361893
"us-wa",0.9273714244016
"us-wi",0.784033623375927
"us-wv",0.720696888194316
