"JS_KEY","NAME_REGIONALITY"
"us-ak",187.07909097407
"us-al",121.326898361357
"us-ar",100.495276540448
"us-az",112.426624378213
"us-ca",85.8143579888052
"us-co",87.2053510073023
"us-ct",122.897553373875
"us-dc",117.774212257048
"us-de",121.610924854965
"us-fl",144.290021599793
"us-ga",126.680525018879
"us-hi",183.415177369253
"us-ia",50.2216072469548
"us-id",64.7257812878633
"us-il",84.3396584070937
"us-in",66.4891816075175
"us-ks",73.2885562682253
"us-ky",111.910003145513
"us-la",118.06491660542
"us-ma",118.199680850722
"us-md",130.15193160662
"us-me",115.60220230226
"us-mi",73.8526896694093
"us-mn",47.1211943696541
"us-mo",76.8612884829691
"us-ms",175.179561422688
"us-mt",80.0631959494759
"us-nc",116.682925475609
"us-nd",54.1240433079902
"us-ne",66.3643248074146
"us-nh",112.621440818696
"us-nj",140.027874307399
"us-nm",117.19954816905
"us-nv",101.222302398332
"us-ny",108.336518526641
"us-oh",80.6564000983474
"us-ok",81.3416652758293
"us-or",70.4558156392756
"us-pa",118.35993973508
"us-ri",126.290569561034
"us-sc",129.031827853
"us-sd",50.1080702950308
"us-tn",100.256324455861
"us-tx",104.964534674562
"us-ut",79.1137068653694
"us-va",133.300298990181
"us-vt",107.445923987205
"us-wa",74.3892589498635
"us-wi",51.8334649203544
"us-wv",92.2102288976145
"us-wy",98.3350588683844
