"JS_KEY","NAME_REGIONALITY"
"us-ak",1.45101026862042
"us-al",0.666706065699121
"us-ar",0.692759924752248
"us-az",0.934804046510833
"us-ca",1.17319929145351
"us-co",1.07768453455667
"us-ct",1.09230676235461
"us-dc",0.775126278036514
"us-de",0.858199991400883
"us-fl",0.771076248588274
"us-ga",0.66262507884717
"us-hi",0.927632765615849
"us-ia",1.22664427644361
"us-id",1.23081962963052
"us-il",0.947487438104667
"us-in",1.35675796915938
"us-ks",0.853565334020089
"us-ky",0.827271863993299
"us-la",0.601567771973491
"us-ma",1.25574241441407
"us-md",0.809642093373439
"us-me",1.55949746178434
"us-mi",1.25091756955287
"us-mn",1.60288366180749
"us-mo",0.896590487357375
"us-ms",0.561741258192022
"us-mt",0.973082963784582
"us-nc",0.812062409544779
"us-nd",1.27439164179869
"us-ne",0.871177425057535
"us-nh",1.58030184065663
"us-nj",0.688119667491397
"us-nm",1.19734315624397
"us-nv",1.63910419233047
"us-ny",0.885949529496028
"us-oh",1.34186051758347
"us-ok",0.948956079587907
"us-or",1.24459130594906
"us-pa",0.918339138289629
"us-ri",1.09198251709741
"us-sc",0.792242531006706
"us-sd",1.28144270536942
"us-tn",0.733058092285729
"us-tx",0.909590242975359
"us-ut",1.60763393560026
"us-va",0.70843109100004
"us-vt",1.40229175524087
"us-wa",1.25677916106116
"us-wi",1.36822649406565
"us-wv",1.06564789968015
"us-wy",1.12563220838433
