"JS_KEY","NAME_REGIONALITY"
"us-al",34.6973163158064
"us-ar",68.5574989646487
"us-az",96.2369455786977
"us-ca",158.25437243232
"us-co",108.09421251864
"us-ct",73.281052588464
"us-dc",196.235562300705
"us-fl",135.736613877677
"us-ga",100.487332852283
"us-ia",59.0103268851313
"us-id",71.3797895264058
"us-il",61.0205687900094
"us-in",102.122822892735
"us-ks",79.2211112786408
"us-ky",89.4266956405311
"us-la",47.1974870984868
"us-ma",95.9376599842927
"us-md",134.873203500066
"us-mi",29.1577456125129
"us-mn",80.625709186122
"us-mo",41.7975794522019
"us-nc",74.7397692735567
"us-ne",97.1347829718518
"us-nj",123.149091620691
"us-nm",166.102944231688
"us-nv",124.814799797747
"us-ny",131.579914606253
"us-oh",62.2821822248199
"us-ok",75.0941595264316
"us-or",95.766687437037
"us-pa",47.8014126884987
"us-sc",38.4769956800383
"us-sd",227.266238467566
"us-tn",82.7490778311396
"us-tx",130.591410428322
"us-ut",86.3498614952964
"us-va",100.434266078461
"us-wa",84.8996387940033
"us-wi",67.4574419099922
